"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"017177","Seniga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1425,,
"042045","Senigallia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",44090,,
"095054","Senis","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",386,,
"076085","Senise","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6463,,
"013212","Senna Comasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3165,,
"098053","Senna Lodigiana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1805,,
"095055","Sennariolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",153,,
"090067","Sennori","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6856,,
"070075","Sepino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1817,,
"093042","Sequals","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2185,,
"046028","Seravezza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",12435,,
"108039","Seregno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",45010,,
"025055","Seren del Grappa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2321,,
"019094","Sergnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3465,,
"016198","Seriate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",25566,,
"016199","Serina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2057,,
"064099","Serino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6753,,
"017178","Serle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3085,,
"020061","Sermide e Felonica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7087,,
"059027","Sermoneta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9994,,
"026080","Sernaglia della Battaglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6077,,
"014059","Sernio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",484,,
"005104","Serole","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",97,,
"078140","Serra d'Aiello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",529,,
"042046","Serra de' Conti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3560,,
"010058","Serra Riccò","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7581,,
"102037","Serra San Bruno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6292,,
"042047","Serra San Quirico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2548,,
"006159","Serralunga di Crea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",496,,
"054049","Sigillo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2308,,
"048044","Signa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",19013,,
"021093","Silandro/Schlanders","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6358,,
"091083","Silanus","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1946,,
"026081","Silea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",10501,,
"090068","Siligo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",765,,
"003138","Sillavengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",545,,
"006162","Silvano d'Orba","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1890,,
"018149","Silvano Pietra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",624,,
"067040","Silvi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",15455,,
"095058","Simala","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",293,,
"095059","Simaxis","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2100,,
"102038","Simbario","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",921,,
"079133","Simeri Crichi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4712,,
"083095","Sinagra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2465,,
"052033","Sinalunga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",12029,,
"091084","Sindia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1593,,
"095060","Sini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",494,,
"004220","Sinio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",485,,
"091085","Siniscola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11189,,
"092080","Sinnai","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",17279,,
"080089","Sinopoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1862,,
"064100","Sirignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2842,,
"095061","Siris","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",228,,
"017179","Sirmione","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",8290,,
"042048","Sirolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4089,,
"097075","Sirone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2348,,
"097076","Sirtori","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2774,,
"018150","Siziano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6674,,
"003139","Sizzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1369,,
"021094","Sluderno/Schluderns","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1873,,
"109039","Smerillo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",327,,
"023081","Soave","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7171,,
"030110","Socchieve","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",861,,
"095078","Soddì","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",121,,
"040046","Sogliano al Rubicone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3159,,
"075075","Sogliano Cavour","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3863,,
"005107","Soglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",129,,
"017180","Soiano del Lago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1929,,
"024101","Solagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1806,,
"089018","Solarino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7528,,
"015213","Solaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",14071,,
"039018","Solarolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4406,,
"019096","Solarolo Rainerio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",931,,
"095062","Solarussa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2253,,
"012121","Solbiate Arno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4010,,
"012122","Solbiate Olona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5407,,
"008058","Soldano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",975,,
"006163","Solero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1598,,
"028087","Solesino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6733,,
"075076","Soleto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5131,,
"020063","Solferino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2579,,
"034035","Solignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1681,,
"064101","Solofra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",12021,,
"006164","Solonghello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",195,,
"062073","Solopaca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3444,,
"108042","Sulbiate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4504,,
"066098","Sulmona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",21960,,
"017182","Sulzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1936,,
"012124","Sumirago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6012,,
"064105","Summonte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1487,,
"095087","Suni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",980,,
"003143","Suno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2676,,
"075081","Supersano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4118,,
"060076","Supino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4600,,
"075082","Surano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1512,,
"075083","Surbo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",14603,,
"001270","Susa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5898,,
"026083","Susegana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11718,,
"020064","Sustinente","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2034,,
"085020","Sutera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1156,,
"056049","Sutri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6738,,
"030112","Sutrio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1225,,
"049020","Suvereto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2932,,
"020065","Suzzara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",21146,,
"097079","Taceno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",594,,
"095064","Tadasuni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",126,,
"008059","Taggia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",13729,,
"029046","Taglio di Po","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7874,,
"006169","Tagliolo Monferrato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1478,,
"025059","Taibon Agordino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1717,,
"012125","Taino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3603,,
"030113","Taipana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",567,,
"099027","Talamello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1064,,
"014063","Talamona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4599,,
"016210","Taleggio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",521,,
"051038","Talla","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",988,,
"030114","Talmassons","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3825,,
"083097","Taormina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",10498,,
"057067","Tarano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1366,,
"069089","Taranta Peligna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",290,,
"030116","Tarcento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",8845,,
"056050","Tarquinia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",15953,,
"078145","Tarsia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1825,,
"014064","Tartano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",207,,
"026084","Tarzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4160,,
"006170","Tassarolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",581,,
"064106","Taurano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1463,,
"080093","Taurianova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",14763,,
"075084","Taurisano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11242,,
"030118","Tavagnacco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",14625,,
"001271","Tavagnasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",746,,
"098056","Tavazzano con Villavesco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5969,,
"070077","Tavenna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",581,,
"079146","Taverna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2502,,
"013222","Tavernerio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5629,,
"017183","Tavernole sul Mella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1204,,
"075085","Taviano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11449,,
"002066","Guardabosone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",324,,
"096066","Tavigliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",902,,
"041065","Tavullia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7934,,
"076087","Teana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",509,,
"061091","Teano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11147,,
"065146","Teggiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7077,,
"027040","Teglio Veneto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2250,,
"062074","Telese Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7648,,
"016212","Telgate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5038,,
"022188","Telve","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1912,,
"022189","Telve di Sopra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",620,,
"017184","Temù","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1141,,
"022191","Tenno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2031,,
"028089","Teolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",8929,,
"064108","Teora","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1462,,
"090086","Tergu","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",608,,
"056051","Tessennano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",288,,
"009060","Testico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",184,,
"091090","Teti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",588,,
"061092","Teverola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",14962,,
"024104","Tezze sul Brenta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",13012,,
"024105","Thiene","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",23888,,
"090071","Thiesi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2715,,
"091091","Tiana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",431,,
"019104","Ticengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",443,,
"006173","Ticineto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1314,,
"075086","Tiggiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2799,,
"010061","Tiglieto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",451,,
"005108","Tigliole","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1710,,
"017185","Tignale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1158,,
"095088","Tinnura","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",248,,
"066100","Tione degli Abruzzi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",258,,
"022199","Tione di Trento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3654,,
"014066","Tirano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",8821,,
"079147","Tiriolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3536,,
"021101","Tirolo/Tirol","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2497,,
"090072","Tissi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2342,,
"076089","Tito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7053,,
"058104","Tivoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",55061,,
"034039","Tizzano Val Parma","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2164,,
"035041","Toano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4173,,
"062075","Tocco Caudio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1470,,
"054052","Todi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",15572,,
"057068","Toffia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1071,,
"009061","Toirano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2715,,
"043053","Tolentino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",17719,,
"058105","Tolfa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4718,,
"096068","Tollegno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2352,,
"103066","Trarego Viggiona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",398,,
"066102","Trasacco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5790,,
"030124","Trasaghis","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2088,,
"103067","Trasquera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",177,,
"018162","Travacò Siccomario","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4448,,
"017188","Travagliato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",13840,,
"012128","Travedona-Monate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3891,,
"001278","Traversella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",306,,
"034042","Traversetolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9664,,
"001279","Traves","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",510,,
"093047","Travesio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1827,,
"028093","Trebaseleghe","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",12989,,
"078150","Trebisacce","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",8627,,
"063091","Trecase","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",8501,,
"087050","Trecastagni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11313,,
"003149","Trecate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",20839,,
"076092","Trecchina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2148,,
"029047","Trecenta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2572,,
"023087","Tregnago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5067,,
"043054","Treia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9033,,
"004230","Treiso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",758,,
"087051","Tremestieri Etneo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",19397,,
"017189","Tremosine sul Garda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2088,,
"017190","Trenzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5512,,
"030126","Treppo Grande","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1715,,
"075087","Trepuzzi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",13783,,
"052036","Trequanda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1155,,
"016218","Trescore Balneario","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9902,,
"014070","Tresivio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2037,,
"064112","Trevico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",826,,
"096074","Valle San Nicolao","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",836,,
"008062","Vallebona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1210,,
"008063","Vallecrosia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6776,,
"082076","Valledolmo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3124,,
"090079","Valledoria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4314,,
"079151","Vallefiorita","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1443,,
"085021","Vallelunga Pratameno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3061,,
"060083","Vallemaio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",895,,
"058108","Vallepietra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",232,,
"056054","Vallerano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2397,,
"060084","Vallerotonda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1391,,
"016226","Valleve","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",126,,
"017193","Vallio Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1408,,
"005040","Cisterna d'Asti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1195,,
"059005","Cisterna di Latina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",36213,,
"074005","Cisternino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11095,,
"054011","Citerna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3372,,
"054012","Città della Pieve","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7399,,
"054013","Città di Castello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",38100,,
"068012","Città Sant'Angelo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",14886,,
"028032","Cittadella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",20038,,
"057016","Cittaducale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6411,,
"080028","Cittanova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9632,,
"057017","Cittareale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",388,,
"012051","Cittiglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3833,,
"097022","Civate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3707,,
"008022","Civezza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",630,,
"022061","Civezzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4209,,
